Name,Yr,Team,W,L,G,GS,CG,IP,H,HR,BB,SO,R,SV,BS,BK,ER,HBP,HLD,IBB,ShO,TBF,WP,HR/9,BB/9,K/9,K/BB,K-BB%,GB%,HR/FB,LOB%,ERA,BABIP,FIP,WHIP,WPA,WAR,Contract Yrs,Total Salary($),Avg Salary($)
Alan Embree,2008,Athletics,2,5,70,0,0,61.2,59,8,30,57,36,0,5,0,34,2,18,5,0,270,2,1.17,4.38,8.32,1.9,10.0,44.6,10.4,68.9,4.96,0.295,4.53,1.44,-0.85,0.0,1.0,2250000.0,2250000.0
Andy Pettitte,2008,Yankees,14,14,33,33,0,204.0,233,19,55,158,112,0,0,1,103,7,0,4,0,881,6,0.84,2.43,6.97,2.87,11.7,51.5,10.3,68.2,4.54,0.333,3.71,1.41,-1.12,3.8,1.0,5500000.0,5500000.0
Arthur Rhodes,2008,Reds,4,1,61,0,0,35.1,28,0,16,40,9,2,1,0,8,0,24,4,0,146,1,0.0,4.08,10.19,2.5,16.4,26.7,0.0,79.6,2.04,0.311,2.23,1.25,1.66,1.2,2.0,4000000.0,2000000.0
Bartolo Colon,2008,Red Sox,4,2,7,7,0,39.0,44,5,10,27,23,0,0,0,17,2,0,0,0,173,0,1.15,2.31,6.23,2.7,9.8,40.0,9.8,67.4,3.92,0.302,4.34,1.38,-0.18,0.5,1.0,1000000.0,1000000.0
Bob Howry,2008,Cubs,7,5,72,0,0,70.2,90,13,13,59,44,1,4,0,42,2,15,5,0,311,0,1.66,1.66,7.51,4.54,14.8,34.9,11.8,70.3,5.35,0.344,4.49,1.46,-0.69,0.2,1.0,2750000.0,2750000.0
Brad Penny,2008,Dodgers,6,9,19,17,0,94.2,112,13,42,51,68,0,0,1,66,3,0,0,0,426,1,1.24,3.99,4.85,1.21,2.1,48.4,13.4,64.1,6.27,0.312,5.27,1.63,-2.42,0.1,1.0,5000000.0,5000000.0
Braden Looper,2008,Cardinals,12,14,33,33,1,199.0,216,25,45,108,101,0,0,1,92,11,0,1,1,842,3,1.13,2.04,4.88,2.4,7.5,48.4,11.7,72.2,4.16,0.292,4.52,1.31,-0.18,1.7,1.0,5500000.0,5500000.0
Brandon Lyon,2008,Diamondbacks,3,5,61,0,0,59.1,75,7,13,44,34,26,5,0,31,0,3,1,0,265,1,1.06,1.97,6.67,3.38,11.7,39.8,8.9,69.1,4.7,0.338,3.84,1.48,-0.46,0.7,1.0,4250000.0,4250000.0
Brian Fuentes,2008,Rockies,1,5,67,0,0,62.2,47,3,22,82,22,30,4,0,19,1,6,1,0,256,1,0.43,3.16,11.78,3.73,23.4,32.6,4.5,73.0,2.73,0.297,2.24,1.1,2.43,2.4,2.0,17500000.0,8750000.0
Brian Shouse,2008,Brewers,5,1,69,0,0,51.1,46,5,14,33,19,2,3,0,16,0,15,4,0,212,1,0.88,2.45,5.79,2.36,9.0,61.9,16.1,77.4,2.81,0.256,3.93,1.17,0.15,0.4,1.0,1550000.0,1550000.0
CC Sabathia,2008,Yankees,17,10,35,35,10,253.0,223,19,59,251,85,0,0,2,76,7,0,1,5,1023,2,0.68,2.1,8.93,4.25,18.8,46.6,8.8,77.7,2.7,0.297,2.91,1.11,4.76,7.3,7.0,161000000.0,23000000.0
Carl Pavano,2008,Yankees,4,2,7,7,0,34.1,41,5,10,15,23,0,0,1,22,4,0,0,0,154,0,1.31,2.62,3.93,1.5,3.3,40.5,9.6,66.7,5.77,0.3,5.37,1.49,-0.3,0.0,1.0,1500000.0,1500000.0
Chan Ho Park,2008,Dodgers,4,4,54,5,0,95.1,97,12,36,79,43,2,3,1,36,4,5,7,0,412,2,1.13,3.4,7.46,2.19,10.4,50.9,14.0,78.2,3.4,0.302,4.37,1.4,0.51,0.3,1.0,2500000.0,2500000.0
Damaso Marte,2008,Yankees,5,3,72,0,0,65.0,52,5,26,71,29,5,2,0,29,2,25,2,0,272,1,0.69,3.6,9.83,2.73,16.5,32.9,6.7,69.9,4.02,0.28,3.24,1.2,2.69,1.2,3.0,12000000.0,4000000.0
Daniel Cabrera,2008,Orioles,8,10,30,30,2,180.0,199,24,90,95,109,0,0,2,105,18,0,5,0,821,15,1.2,4.5,4.75,1.06,0.6,48.0,12.2,72.4,5.25,0.295,5.61,1.61,-1.62,0.2,1.0,2600000.0,2600000.0
Darren Oliver,2008,Angels,7,1,54,0,0,72.0,67,5,16,48,24,0,2,0,23,4,12,2,0,291,3,0.62,2.0,6.0,3.0,11.0,47.2,6.2,78.8,2.87,0.284,3.53,1.15,1.46,0.9,1.0,3655000.0,3655000.0
David Weathers,2008,Reds,4,6,72,0,0,69.1,76,6,30,46,27,0,4,1,25,3,19,8,0,311,1,0.78,3.89,5.97,1.53,5.1,43.9,8.2,81.5,3.25,0.31,4.36,1.53,-0.5,0.3,1.0,3900000.0,3900000.0
Dennys Reyes,2008,Twins,3,0,75,0,0,46.1,40,4,15,39,12,0,3,0,12,2,17,2,0,188,5,0.78,2.91,7.58,2.6,12.8,59.7,13.3,87.6,2.33,0.281,3.67,1.19,0.07,0.4,2.0,3000000.0,1500000.0
Derek Lowe,2008,Dodgers,14,11,34,34,1,211.0,194,14,45,147,84,0,0,0,76,1,0,7,0,851,2,0.6,1.92,6.27,3.27,12.0,60.3,9.5,70.8,3.24,0.28,3.26,1.13,1.57,4.8,4.0,60000000.0,15000000.0
Doug Brocail,2008,Astros,7,5,72,0,0,68.2,63,8,21,64,30,2,3,1,30,3,22,5,0,286,1,1.05,2.75,8.39,3.05,15.0,41.0,9.9,75.2,3.93,0.289,3.83,1.22,0.31,0.7,1.0,2750000.0,2750000.0
Francisco Rodriguez,2008,Angels,2,3,76,0,0,68.1,54,4,34,77,21,62,7,0,17,2,0,4,0,288,6,0.53,4.48,10.14,2.26,14.9,42.4,6.2,81.8,2.24,0.292,3.22,1.29,3.27,1.5,3.0,37000000.0,12333333.333333336
Guillermo Mota,2008,Brewers,5,6,58,0,0,57.0,52,7,28,50,28,1,3,1,26,0,11,0,0,244,4,1.11,4.42,7.89,1.79,9.0,44.8,12.7,74.1,4.11,0.28300000000000003,4.45,1.4,-0.4,0.1,1.0,2350000.0,2350000.0
Horacio Ramirez,2008,Royals,1,4,32,0,0,37.1,45,1,9,13,20,0,0,0,18,2,2,1,0,168,2,0.24,2.17,3.13,1.44,2.4,53.2,2.9,65.9,4.34,0.308,3.67,1.45,-0.51,0.4,1.0,1800000.0,1800000.0
Jamie Moyer,2008,Phillies,16,7,33,33,0,196.1,199,20,62,123,85,0,0,0,81,11,0,4,0,841,3,0.92,2.84,5.64,1.98,7.3,43.9,9.0,76.6,3.71,0.28600000000000003,4.32,1.33,0.9,2.8,2.0,13000000.0,6500000.0
Jeremy Affeldt,2008,Reds,1,1,74,0,0,78.1,78,9,25,80,36,0,1,0,29,3,5,0,0,335,6,1.03,2.87,9.19,3.2,16.4,54.4,15.0,75.0,3.33,0.317,3.66,1.31,-0.12,0.6,2.0,8000000.0,4000000.0
Joe Beimel,2008,Dodgers,5,1,71,0,0,49.0,50,0,21,32,11,0,0,1,11,3,12,4,0,214,1,0.0,3.86,5.88,1.52,5.1,47.4,0.0,85.1,2.02,0.316,3.3,1.45,1.06,0.6,1.0,2000000.0,2000000.0
Joe Nelson,2008,Marlins,3,1,59,0,0,54.0,42,5,22,60,16,1,4,0,12,2,11,4,0,230,3,0.83,3.67,10.0,2.73,16.5,39.7,9.4,84.8,2.0,0.262,3.45,1.19,0.15,0.9,1.0,1300000.0,1300000.0
John Bale,2008,Royals,0,3,13,3,0,26.2,29,1,6,14,13,0,0,0,13,0,2,0,0,110,1,0.34,2.03,4.73,2.33,7.3,50.6,4.2,65.5,4.39,0.315,3.24,1.31,0.03,0.5,1.0,1200000.0,1200000.0
Jon Garland,2008,Angels,14,8,32,32,1,196.2,237,23,59,90,116,0,0,0,107,8,0,4,0,864,4,1.05,2.7,4.12,1.53,3.6,49.9,11.9,69.2,4.9,0.313,4.76,1.51,-1.49,1.3,1.0,7250000.0,7250000.0
Jorge Julio,2008,Brewers,3,0,27,0,0,30.0,27,3,19,34,12,0,1,0,12,1,0,2,0,132,6,0.9,5.7,10.2,1.79,11.4,46.2,10.7,81.8,3.6,0.32,4.17,1.53,-0.33,0.1,1.0,950000.0,950000.0
Juan Cruz,2008,Diamondbacks,4,0,57,0,0,51.2,34,5,31,71,17,0,2,0,15,3,8,0,0,215,1,0.87,5.4,12.37,2.29,18.6,26.9,8.1,83.6,2.61,0.276,3.62,1.26,0.72,0.5,2.0,6000000.0,3000000.0
Kerry Wood,2008,Cubs,5,4,65,0,0,66.1,54,3,18,84,24,34,6,0,24,7,0,4,0,276,1,0.41,2.44,11.4,4.67,23.9,38.8,4.6,73.5,3.26,0.311,2.32,1.09,0.94,2.1,2.0,20500000.0,10250000.0
Kyle Farnsworth,2008,Royals,2,3,61,0,0,60.1,70,15,22,61,32,1,3,1,30,1,14,4,0,261,1,2.24,3.28,9.1,2.77,14.9,35.1,19.0,84.7,4.48,0.34,5.49,1.52,0.03,-0.7,2.0,9250000.0,4625000.0
Lance Cormier,2008,Orioles,3,3,45,1,0,71.2,78,4,34,46,36,1,2,1,32,1,0,3,0,319,2,0.5,4.27,5.78,1.35,3.8,56.8,7.7,71.7,4.02,0.316,4.04,1.56,0.23,0.5,1.0,675000.0,675000.0
Luis Ayala,2008,Twins,2,10,81,0,0,75.2,86,9,24,50,53,9,6,0,48,4,19,4,0,335,1,1.07,2.85,5.95,2.08,7.8,45.6,11.1,60.2,5.71,0.31,4.47,1.45,-2.98,0.1,1.0,1300000.0,1300000.0
Mark Hendrickson,2008,Marlins,7,8,36,19,0,133.2,148,17,48,81,87,0,0,0,81,5,3,7,0,590,4,1.14,3.23,5.45,1.69,5.6,44.3,10.9,64.3,5.45,0.298,4.76,1.47,-1.42,0.8,1.0,1500000.0,1500000.0
Mike Hampton,2008,Braves,3,4,13,13,0,78.0,83,10,28,38,45,0,0,0,42,1,0,6,0,331,0,1.15,3.23,4.38,1.36,3.0,52.7,15.2,68.4,4.85,0.287,4.94,1.42,-0.57,0.4,1.0,2000000.0,2000000.0
Mike Lincoln,2008,Reds,2,5,64,0,0,70.1,66,10,24,57,37,0,1,0,35,3,10,1,0,297,3,1.28,3.07,7.29,2.38,11.1,52.4,15.9,70.9,4.48,0.276,4.51,1.28,1.05,0.1,2.0,4000000.0,2000000.0
Oliver Perez,2008,Mets,10,7,34,34,0,194.0,167,24,105,180,100,0,0,1,91,11,0,4,0,847,9,1.11,4.87,8.35,1.71,8.9,32.0,9.8,73.4,4.22,0.271,4.68,1.4,0.38,1.7,3.0,36000000.0,12000000.0
Randy Wolf,2008,Dodgers,12,12,33,33,1,190.1,191,21,71,162,100,0,0,0,91,12,0,4,1,823,3,0.99,3.36,7.66,2.28,11.1,38.8,9.7,71.1,4.3,0.305,4.17,1.38,-0.09,2.6,1.0,5000000.0,5000000.0
Russ Springer,2008,Cardinals,2,1,70,0,0,50.1,39,4,18,45,14,0,2,0,13,1,15,0,0,205,2,0.72,3.22,8.05,2.5,13.2,30.4,5.9,84.0,2.32,0.255,3.51,1.13,0.63,0.7,1.0,3300000.0,3300000.0
Ryan Dempster,2008,Cubs,17,6,33,33,1,206.2,174,14,76,187,75,0,0,0,68,7,0,1,0,856,5,0.61,3.31,8.14,2.46,13.0,48.1,7.7,76.7,2.96,0.28,3.41,1.21,3.7,4.7,4.0,52000000.0,13000000.0
Scott Proctor,2008,Dodgers,2,0,41,0,0,38.2,41,7,24,46,30,0,1,0,26,0,2,1,0,184,6,1.63,5.59,10.71,1.92,12.0,37.5,15.2,63.4,6.05,0.318,4.97,1.68,-0.51,-0.1,1.0,750000.0,750000.0
Takashi Saito,2008,Dodgers,4,4,45,0,0,47.0,40,1,16,60,14,18,4,0,13,2,0,3,0,197,1,0.19,3.06,11.49,3.75,22.3,46.6,2.3,77.7,2.49,0.331,2.0,1.19,0.86,1.7,1.0,1500000.0,1500000.0
Tim Redding,2008,Nationals,10,11,33,33,1,182.0,195,27,65,120,110,0,0,0,100,7,0,5,0,791,10,1.34,3.21,5.93,1.85,7.0,39.8,11.3,68.5,4.95,0.294,4.93,1.43,-1.04,1.2,1.0,2250000.0,2250000.0
Tom Gordon,2008,Phillies,5,4,34,0,0,29.2,31,3,17,26,19,2,1,0,17,0,14,1,0,139,4,0.91,5.16,7.89,1.53,6.5,40.0,7.3,66.2,5.16,0.301,4.41,1.62,0.33,0.1,1.0,500000.0,500000.0
Trever Miller,2008,Rays,2,0,68,0,0,43.1,39,2,20,44,21,2,1,0,20,4,11,1,0,187,1,0.42,4.15,9.14,2.2,12.8,31.6,3.9,69.8,4.15,0.316,3.36,1.36,0.64,0.6,1.0,500000.0,500000.0
Trevor Hoffman,2008,Padres,3,6,48,0,0,45.1,38,8,9,46,19,30,4,0,19,0,0,2,0,180,0,1.59,1.79,9.13,5.11,20.6,39.0,13.8,78.2,3.77,0.256,3.99,1.04,-0.35,0.4,1.0,6000000.0,6000000.0
Andy Pettitte,2009,Yankees,14,8,32,32,0,194.2,193,20,76,148,101,0,0,0,90,4,0,1,0,834,3,0.92,3.51,6.84,1.95,8.6,42.9,8.9,70.2,4.16,0.295,4.15,1.38,1.4,3.4,1.0,11750000.0,11750000.0
Billy Wagner,2009,Braves,1,1,17,0,0,15.2,8,1,8,26,5,0,0,0,3,1,6,0,0,63,1,0.57,4.6,14.94,3.25,28.6,23.1,6.3,76.9,1.72,0.259,2.33,1.02,0.12,0.3,1.0,7000000.0,7000000.0
Bob Howry,2009,Giants,2,6,63,0,0,63.2,50,5,23,46,26,0,3,0,24,2,10,6,0,268,4,0.71,3.25,6.5,2.0,8.6,32.6,5.1,72.1,3.39,0.234,3.85,1.15,-0.83,0.5,1.0,2250000.0,2250000.0
Brad Penny,2009,Cardinals,11,9,30,30,1,173.1,191,22,51,109,102,0,0,0,94,5,0,0,0,751,6,1.14,2.65,5.66,2.14,7.7,43.7,9.9,67.1,4.88,0.3,4.46,1.4,-0.25,1.8,1.0,7500000.0,7500000.0
Brandon Lyon,2009,Tigers,6,5,65,0,0,78.2,56,7,31,57,25,3,3,0,25,2,15,9,0,314,3,0.8,3.55,6.52,1.84,8.3,47.2,9.1,80.8,2.86,0.226,4.06,1.11,0.82,0.6,3.0,15000000.0,5000000.0
Brendan Donnelly,2009,Marlins,3,0,30,0,0,25.1,22,1,9,25,8,2,0,1,5,1,9,1,0,104,1,0.36,3.2,8.88,2.78,15.4,39.4,3.7,78.4,1.78,0.309,2.82,1.22,1.08,0.5,1.0,1500000.0,1500000.0
Brett Myers,2009,Phillies,4,3,18,10,0,70.2,74,18,23,50,38,0,0,0,38,4,3,1,0,304,1,2.29,2.93,6.37,2.17,8.9,47.1,23.4,83.1,4.84,0.268,6.14,1.37,0.12,-0.5,1.0,5100000.0,5100000.0
Carl Pavano,2009,Twins,14,12,33,33,1,199.1,235,26,39,147,119,0,0,0,113,6,0,1,1,854,5,1.17,1.76,6.64,3.77,12.7,43.4,10.7,66.1,5.1,0.329,4.0,1.37,0.25,3.3,1.0,7000000.0,7000000.0
Chan Ho Park,2009,Phillies,3,3,45,7,0,83.1,84,5,33,73,43,0,1,0,41,5,13,3,0,362,2,0.54,3.56,7.88,2.21,11.1,43.9,6.3,68.7,4.43,0.321,3.49,1.4,0.56,1.5,1.0,1200000.0,1200000.0
Chien-Ming Wang,2009,Yankees,1,6,12,9,0,42.0,66,7,19,29,46,0,0,0,45,2,0,1,0,206,3,1.5,4.07,6.21,1.53,4.9,53.3,17.1,53.1,9.64,0.396,5.38,2.02,-1.92,0.1,1.0,2000000.0,2000000.0
Claudio Vargas,2009,Brewers,1,0,36,0,0,41.1,25,3,15,30,8,0,2,0,8,2,11,1,0,159,0,0.65,3.27,6.53,2.0,9.4,39.6,6.3,90.0,1.74,0.202,3.82,0.97,1.59,0.3,1.0,900000.0,900000.0
Clay Condrey,2009,Phillies,6,2,45,0,0,42.0,37,4,14,25,17,1,1,0,14,1,7,3,0,174,0,0.86,3.0,5.36,1.79,6.3,55.3,12.5,75.4,3.0,0.254,4.22,1.21,0.18,0.1,1.0,900000.0,900000.0
Danys Baez,2009,Orioles,4,6,59,0,0,71.2,59,8,22,40,36,0,2,1,32,5,15,3,0,295,2,1.0,2.76,5.02,1.82,6.1,60.9,13.8,66.8,4.02,0.232,4.56,1.13,-0.55,0.1,2.0,5250000.0,2625000.0
Darren Oliver,2009,Angels,5,1,63,1,0,73.0,61,5,22,65,22,0,1,0,22,5,20,8,0,293,7,0.62,2.71,8.01,2.95,14.7,44.3,6.3,81.5,2.71,0.28600000000000003,3.32,1.14,1.96,1.2,1.0,3500000.0,3500000.0
Doug Davis,2009,Diamondbacks,9,14,34,34,0,203.1,203,25,103,146,101,0,0,1,93,4,0,1,0,889,12,1.11,4.56,6.46,1.42,4.8,43.1,11.7,76.0,4.12,0.29100000000000004,4.84,1.5,0.84,1.4,1.0,5250000.0,5250000.0
Erik Bedard,2009,Mariners,5,3,15,15,0,83.0,65,8,34,90,29,0,0,0,26,4,0,0,0,348,2,0.87,3.69,9.76,2.65,16.1,42.3,9.3,80.6,2.82,0.269,3.55,1.19,1.47,1.7,1.0,1500000.0,1500000.0
Fernando Rodney,2009,Tigers,2,5,73,0,0,75.2,70,8,41,61,38,37,1,0,37,2,0,4,0,330,5,0.95,4.88,7.26,1.49,6.1,57.9,11.8,73.7,4.4,0.284,4.56,1.47,2.8,0.1,2.0,11000000.0,5500000.0
J.J. Putz,2009,Mets,1,4,29,0,0,29.1,29,1,19,19,18,2,2,0,17,0,10,4,0,135,1,0.31,5.83,5.83,1.0,0.0,46.8,3.1,64.4,5.22,0.292,4.19,1.64,-0.4,0.1,1.0,3000000.0,3000000.0
Jason Marquis,2009,Rockies,15,13,33,33,2,216.0,218,15,80,115,104,0,0,1,97,4,0,6,1,921,6,0.62,3.33,4.79,1.44,3.8,55.6,7.8,70.5,4.04,0.287,4.1,1.38,2.5,3.2,2.0,15000000.0,7500000.0
Javier Lopez,2009,Red Sox,0,2,14,0,0,11.2,20,1,9,5,13,0,0,0,12,2,0,0,0,64,1,0.77,6.94,3.86,0.56,-6.3,48.9,8.3,60.8,9.26,0.404,6.18,2.49,-0.7,-0.2,1.0,775000.0,775000.0
Joel Pineiro,2009,Cardinals,15,12,32,32,3,214.0,218,11,27,105,94,0,0,0,83,8,0,1,2,865,4,0.46,1.14,4.42,3.89,9.0,60.5,6.5,66.9,3.49,0.29,3.27,1.14,0.49,4.6,2.0,16000000.0,8000000.0
John Grabow,2009,Cubs,3,0,75,0,0,72.1,62,5,40,57,28,0,2,0,27,3,23,3,0,314,1,0.62,4.98,7.09,1.43,5.4,43.3,5.7,78.6,3.36,0.273,4.2,1.41,2.03,0.2,2.0,7500000.0,3750000.0
John Lackey,2009,Angels,11,8,27,27,1,176.1,177,17,47,139,84,0,0,0,75,9,0,1,1,748,6,0.87,2.4,7.09,2.96,12.3,44.9,9.1,71.2,3.83,0.299,3.73,1.27,1.57,3.3,5.0,82500000.0,16500000.0
Jon Garland,2009,Padres,11,13,33,33,1,204.0,225,23,61,109,106,0,0,0,91,6,0,7,0,882,6,1.01,2.69,4.81,1.79,5.4,45.7,9.5,71.6,4.01,0.29600000000000004,4.48,1.4,-0.47,2.1,1.0,5300000.0,5300000.0
Jose Contreras,2009,Phillies,6,13,28,23,0,131.2,141,13,53,106,86,0,1,0,72,6,1,4,0,589,8,0.89,3.62,7.25,2.0,9.0,47.4,8.9,62.7,4.92,0.311,4.11,1.47,-1.34,2.1,1.0,1500000.0,1500000.0
Jose Valverde,2009,Astros,4,2,52,0,0,54.0,40,5,21,56,15,25,4,0,14,2,1,1,0,219,1,0.83,3.5,9.33,2.67,16.0,40.6,7.8,85.7,2.33,0.259,3.5,1.13,1.71,0.8,2.0,14000000.0,7000000.0
Kevin Gregg,2009,Cubs,5,6,72,0,0,68.2,60,13,30,71,38,23,7,0,36,3,1,2,0,298,7,1.7,3.93,9.31,2.37,13.8,38.0,15.3,73.5,4.72,0.26,4.93,1.31,-0.93,-0.3,1.0,2750000.0,2750000.0
LaTroy Hawkins,2009,Astros,1,4,65,0,0,63.1,60,7,16,45,16,11,4,0,15,2,19,2,0,259,2,0.99,2.27,6.39,2.81,11.2,44.8,11.9,90.9,2.13,0.28,3.97,1.2,0.43,0.4,2.0,7500000.0,3750000.0
Mark Hendrickson,2009,Orioles,6,5,53,11,0,105.0,116,16,33,61,59,1,2,1,51,2,2,4,0,457,2,1.37,2.83,5.23,1.85,6.1,44.5,12.7,71.5,4.37,0.29,4.92,1.42,-0.12,0.4,1.0,1400000.0,1400000.0
Matt Capps,2009,Pirates,4,8,57,0,0,54.1,73,10,17,46,36,27,5,0,35,3,1,3,0,251,0,1.66,2.82,7.62,2.71,11.6,40.7,13.5,72.2,5.8,0.36,4.9,1.66,-2.8,-0.3,1.0,3500000.0,3500000.0
Octavio Dotel,2009,White Sox,3,3,62,0,0,62.1,54,7,36,75,26,0,3,1,23,0,16,1,0,268,4,1.01,5.2,10.83,2.08,14.6,29.6,9.0,79.8,3.32,0.313,3.88,1.44,0.9,0.7,1.0,3500000.0,3500000.0
Rafael Betancourt,2009,Rockies,4,3,61,0,0,56.0,42,4,20,61,20,2,4,0,17,0,20,5,0,227,0,0.64,3.21,9.8,3.05,18.1,29.9,5.1,74.5,2.73,0.268,2.92,1.11,1.04,1.4,2.0,7550000.0,3775000.0
Rafael Soriano,2009,Braves,1,6,77,0,0,75.2,53,6,27,102,25,27,4,0,25,1,6,4,0,307,0,0.71,3.21,12.13,3.78,24.4,30.6,7.3,77.1,2.97,0.275,2.54,1.06,1.71,2.0,1.0,7250000.0,7250000.0
Randy Wolf,2009,Dodgers,11,7,34,34,0,214.1,178,24,58,160,81,0,0,0,77,6,0,1,0,862,4,1.01,2.44,6.72,2.76,11.8,39.6,9.2,77.3,3.23,0.251,3.96,1.1,1.21,3.3,3.0,29750000.0,9916666.666666666
Rich Harden,2009,Cubs,9,9,26,26,0,141.0,122,23,67,171,74,0,0,0,64,6,0,5,0,609,7,1.47,4.28,10.91,2.55,17.1,37.8,15.1,74.3,4.09,0.289,4.35,1.34,0.16,1.9,1.0,7500000.0,7500000.0
Scott Olsen,2009,Nationals,2,4,11,11,0,62.2,83,11,25,42,45,0,0,0,42,0,0,2,0,289,2,1.58,3.59,6.03,1.68,5.9,36.7,12.2,68.0,6.03,0.341,5.24,1.72,-1.28,0.1,1.0,1000000.0,1000000.0
Takashi Saito,2009,Red Sox,3,3,56,0,0,55.2,50,6,25,52,16,2,2,0,15,5,3,2,0,240,1,0.97,4.04,8.41,2.08,11.3,30.6,7.3,89.4,2.43,0.289,4.25,1.35,-0.19,0.3,1.0,3200000.0,3200000.0
Tyler Walker,2009,Phillies,2,1,32,0,0,35.1,31,4,9,27,12,0,0,0,12,3,1,1,0,150,2,1.02,2.29,6.88,3.0,12.0,37.6,7.7,82.9,3.06,0.252,4.06,1.13,0.0,0.2,1.0,650000.0,650000.0
Vicente Padilla,2009,Dodgers,12,6,26,25,0,147.1,156,16,54,97,76,0,0,2,73,8,0,0,0,634,5,0.98,3.3,5.93,1.8,6.8,48.4,10.8,72.6,4.46,0.305,4.45,1.43,0.53,1.8,1.0,5025000.0,5025000.0
Aaron Harang,2010,Reds,6,7,22,20,0,111.2,139,16,38,82,71,0,0,0,66,4,0,0,0,504,9,1.29,3.06,6.61,2.16,8.7,36.8,10.4,69.4,5.32,0.338,4.6,1.59,-1.16,0.8,1.0,4000000.0,4000000.0
Aaron Heilman,2010,Diamondbacks,5,8,70,0,0,72.0,73,9,26,55,37,6,8,0,36,5,12,4,0,316,8,1.13,3.25,6.88,2.12,9.2,35.6,9.1,73.3,4.5,0.29,4.47,1.38,-1.4,0.0,1.0,2000000.0,2000000.0
Alfredo Aceves,2010,Yankees,3,0,10,0,0,12.0,10,1,4,2,5,1,0,0,4,1,1,1,0,53,0,0.75,3.0,1.5,0.5,-3.8,50.0,7.1,73.5,3.0,0.2,5.08,1.17,0.46,-0.1,1.0,650000.0,650000.0
Arthur Rhodes,2010,Reds,4,4,70,0,0,55.0,38,4,18,50,14,0,2,0,14,1,26,0,0,217,1,0.65,2.95,8.18,2.78,14.8,36.1,6.5,83.7,2.29,0.236,3.24,1.02,1.55,0.9,1.0,3900000.0,3900000.0
Bobby Jenks,2010,White Sox,1,3,55,0,0,52.2,54,3,18,61,28,27,4,0,26,1,0,1,0,231,2,0.51,3.08,10.42,3.39,18.6,58.3,10.0,65.4,4.44,0.345,2.59,1.37,-0.3,1.4,2.0,12000000.0,6000000.0
Brad Penny,2010,Cardinals,3,4,9,9,0,55.2,63,4,9,35,25,0,0,0,20,3,0,1,0,232,1,0.65,1.46,5.66,3.89,11.2,52.8,7.5,72.1,3.23,0.326,3.4,1.29,0.19,1.0,1.0,3000000.0,3000000.0
Brian Fuentes,2010,Athletics,4,1,48,0,0,48.0,31,5,20,47,17,24,4,1,15,2,3,1,0,196,3,0.94,3.75,8.81,2.35,13.8,22.8,6.9,78.3,2.81,0.213,3.85,1.06,2.48,0.2,2.0,10500000.0,5250000.0
Bruce Chen,2010,Royals,12,7,33,23,1,140.1,136,17,57,98,68,1,0,0,65,3,0,4,1,608,3,1.09,3.66,6.29,1.72,6.7,33.9,8.1,74.3,4.17,0.275,4.54,1.38,0.17,1.1,1.0,2000000.0,2000000.0
Carl Pavano,2010,Twins,17,11,32,32,7,221.0,227,24,37,117,95,0,0,0,92,6,0,2,2,906,4,0.98,1.51,4.76,3.16,8.8,51.2,10.6,74.0,3.75,0.281,4.02,1.19,0.74,2.8,2.0,16500000.0,8250000.0
Chad Qualls,2010,Padres,3,4,70,0,0,59.0,85,7,21,49,56,12,7,0,48,2,11,4,0,281,4,1.07,3.2,7.47,2.33,10.0,55.0,12.3,53.0,7.32,0.386,4.13,1.8,-2.95,0.0,1.0,1500000.0,1500000.0
Chris Capuano,2010,Brewers,4,4,24,9,0,66.0,65,9,21,54,29,0,0,0,29,1,1,1,0,278,5,1.23,2.86,7.36,2.57,11.9,43.1,11.4,78.0,3.95,0.29,4.22,1.3,-0.08,0.6,1.0,1500000.0,1500000.0
Chris Young,2010,Padres,2,0,4,4,0,20.0,10,1,11,15,2,0,0,0,2,0,0,0,0,82,1,0.45,4.95,6.75,1.36,4.9,29.1,3.3,96.9,0.9,0.16399999999999998,3.88,1.05,0.73,0.3,1.0,1100000.0,1100000.0
Cliff Lee,2010,Phillies,12,9,28,28,7,212.1,195,16,18,185,84,0,0,1,75,1,0,2,1,843,3,0.68,0.76,7.84,10.28,19.8,41.9,6.3,67.9,3.18,0.287,2.58,1.0,2.17,7.0,5.0,120000000.0,24000000.0
D.J. Carrasco,2010,Mets,3,2,63,0,0,78.1,68,5,34,65,39,0,1,0,32,5,7,3,0,330,6,0.57,3.91,7.47,1.91,9.4,47.5,7.1,68.0,3.68,0.285,3.74,1.3,0.08,0.3,2.0,2500000.0,1250000.0
Dan Wheeler,2010,Rays,2,4,64,0,0,48.1,36,7,16,46,20,3,3,0,18,1,8,2,0,195,3,1.3,2.98,8.57,2.88,15.4,34.6,11.9,76.4,3.35,0.232,4.11,1.08,-0.96,0.1,1.0,3000000.0,3000000.0
Dustin Moseley,2010,Yankees,4,4,16,9,0,65.1,66,13,27,33,36,0,0,0,35,2,0,0,0,278,0,1.79,3.72,4.55,1.22,2.2,49.1,17.6,76.8,4.82,0.261,5.99,1.42,-0.76,-0.4,1.0,900000.0,900000.0
Frank Francisco,2010,Rangers,6,4,56,0,0,52.2,49,5,18,60,23,2,4,1,22,1,15,2,0,221,2,0.85,3.08,10.25,3.33,19.0,39.4,9.1,73.8,3.76,0.321,3.12,1.27,0.26,1.1,1.0,4000000.0,4000000.0
